0.96186885,1.38970290,1.32530522,-0.03675869
0.95149354,1.39190119,1.31922153,-0.04180605
0.94111823,1.37211656,1.27967750,-0.06704286
0.90999230,1.26659854,1.10325029,-0.26641367
0.94111823,1.33034901,1.18842205,-0.18817956
0.94630588,1.35233193,1.20667314,-0.18565587
0.92555527,1.28638317,1.10933399,-0.24622422
0.93074292,1.32815072,1.20058944,-0.14780066
0.91517996,1.24021903,1.06066442,-0.30679257
0.92036761,1.28198658,1.10020844,-0.27650840
0.88924169,1.20944295,0.99678560,-0.37745564
0.86849107,1.18746002,0.97853451,-0.40016877
0.86849107,1.18306344,0.97245081,-0.41026350
0.88405403,1.22922757,1.02720408,-0.36231356
0.88405403,1.22483099,1.00591115,-0.36483724
0.87367872,1.16767540,0.91161385,-0.47083185
0.85292810,1.10392493,0.80210731,-0.58187382
0.84774045,1.07754542,0.75952143,-0.62477640
0.84774045,1.09733005,0.78689806,-0.60206327
0.85292810,1.11271809,0.78993991,-0.59196854
0.84255280,1.11491639,0.80819100,-0.56925541
0.87367872,1.22263270,0.94507418,-0.46326080
0.88924169,1.25560708,1.01807854,-0.39007405
0.87367872,1.23802074,0.99678560,-0.40016877
0.88405403,1.26440025,1.04241333,-0.35978988
0.87367872,1.27539171,1.06978996,-0.33202938
0.86330341,1.26879683,1.04849702,-0.35221883
0.88405403,1.31935755,1.11541769,-0.29922153
0.92036761,1.40069436,1.22492423,-0.22855845
0.90480465,1.36552168,1.16712911,-0.25127159
0.89961699,1.36991827,1.16104541,-0.27146103
0.86330341,1.28638317,1.04849702,-0.37997932
0.88405403,1.33694389,1.10325029,-0.38755037
0.88924169,1.31715926,1.07283181,-0.41531086
0.89442934,1.31056438,1.06674811,-0.42288190
0.89961699,1.27539171,0.98766006,-0.51878179
0.91517996,1.33474559,1.07283181,-0.53897124
0.88924169,1.26000366,0.91161385,-0.70805788
0.88924169,1.25560708,0.94507418,-0.66010793
0.88924169,1.27539171,0.96940896,-0.62225272
0.87367872,1.28418488,0.99070190,-0.59449222
0.87886638,1.27759000,0.76864697,-0.53392388
0.87886638,1.31056438,0.82035840,-0.52130547
0.86849107,1.32595243,0.86902797,-0.46326080
0.87367872,1.34134047,0.91769754,-0.40016877
0.88405403,1.38750460,1.00895299,-0.27903208
0.89961699,1.37871143,0.98157636,-0.30931625
0.90480465,1.37651314,0.97853451,-0.31941098
0.92036761,1.31935755,0.99678560,-0.29669785
0.92036761,1.33034901,1.00895299,-0.27650840
0.93074292,1.34573705,1.02720408,-0.29417416
0.90999230,1.31496096,0.96636712,-0.36483724
0.88924169,1.26220195,0.86902797,-0.47083185
0.89442934,1.31715926,0.93594863,-0.41026350
0.88924169,1.26440025,0.89336276,-0.43297663
0.88405403,1.26659854,0.92682309,-0.37240828
0.87886638,1.26440025,0.93594863,-0.32950570
0.88924169,1.26879683,0.94507418,-0.30426889
0.89442934,1.27319342,0.94507418,-0.31436361
0.87367872,1.22922757,0.85990242,-0.41531086
0.83736514,1.11271809,0.70476816,-0.53897124
0.83736514,1.10172663,0.68651707,-0.56168437
0.83217749,1.13250272,0.76560512,-0.46578448
0.82180218,1.09733005,0.71085185,-0.50111602
0.84255280,1.12590785,0.76256328,-0.45064240
0.84774045,1.14569247,0.76256328,-0.47335553
0.81661452,1.06875225,0.67130783,-0.53392388
0.83736514,1.14789077,0.79906546,-0.43045295
0.85292810,1.20284807,0.89032091,-0.32445834
0.86330341,1.20064978,0.85077688,-0.38250301
0.85811576,1.19845148,0.84165133,-0.39764509
0.87367872,1.24021903,0.91161385,-0.32950570
0.85292810,1.16767540,0.82644209,-0.40773982
0.88924169,1.28858146,0.99678560,-0.24370054
0.89961699,1.31276267,1.05153887,-0.17303747
0.89442934,1.32155584,1.06066442,-0.13770593
0.89961699,1.32815072,1.05762257,-0.13518225
0.90999230,1.35013364,1.08804105,-0.09985072
0.90999230,1.34793535,1.08804105,-0.10489808
0.91517996,1.35013364,1.08499920,-0.10237440
0.91517996,1.36771997,1.11541769,-0.08975599
0.90999230,1.33914218,1.06066442,-0.15284802
0.88924169,1.30396950,1.00286930,-0.22603477
0.87367872,1.26879683,0.96028342,-0.26136631
0.87367872,1.26000366,0.94811603,-0.26641367
0.87886638,1.29077975,0.99070190,-0.22098741
0.88405403,1.30836609,1.02416224,-0.19827428
0.89442934,1.34353876,1.07587366,-0.15789538
0.89442934,1.34793535,1.08195735,-0.17051379
0.90480465,1.36991827,1.10325029,-0.15537170
0.89961699,1.35013364,1.07283181,-0.18313219
0.91517996,1.35453022,1.09412475,-0.15032434
0.90999230,1.37871143,1.13366878,-0.14022961
0.90999230,1.38090973,1.14887802,-0.12004016
0.91517996,1.35892681,1.09108290,-0.19827428
0.91517996,1.36552168,1.10020844,-0.18313219
0.91517996,1.34573705,1.06370626,-0.23865318
0.90999230,1.33474559,1.00286930,-0.31436361
0.90999230,1.28198658,0.94203233,-0.33455306
0.93074292,1.28638317,0.96028342,-0.29165048
0.92036761,1.24021903,0.88119536,-0.37745564
0.88405403,1.18746002,0.80210731,-0.48597393
0.88405403,1.21383953,0.85990242,-0.42792927
0.88405403,1.21383953,0.71997740,-0.55158964
0.89442934,1.23802074,0.78385621,-0.46830817
0.89442934,1.21383953,0.75343773,-0.49102130
0.89442934,1.22483099,0.78689806,-0.47335553
0.90999230,1.28198658,0.86902797,-0.40269246
0.91517996,1.28638317,0.87511167,-0.40016877
0.91517996,1.29077975,0.84165133,-0.47083185
0.88924169,1.18526173,0.71693555,-0.61468167
0.87367872,1.11711468,0.61655456,-0.69543947
0.86330341,1.10172663,0.59526162,-0.71310524
0.86330341,1.10612322,0.60742901,-0.69796315
0.88405403,1.14129589,0.66218228,-0.65758425
0.90480465,1.17866686,0.70172631,-0.63234744
0.89442934,1.13689931,0.63480565,-0.68534475
0.89961699,1.15008906,0.67130783,-0.65001321
0.90480465,1.16987369,0.69564261,-0.63487112
0.90480465,1.20064978,0.74127034,-0.59449222
0.89961699,1.20724465,0.74735403,-0.58439750
0.87886638,1.13909760,0.66522413,-0.65758425
0.88924169,1.17646856,0.71693555,-0.60458695
0.89961699,1.19625319,0.74127034,-0.58944486
0.89961699,1.19405490,0.74735403,-0.59449222
0.89961699,1.18526173,0.73518664,-0.60458695
0.84774045,1.06215738,0.57396868,-0.74843678
0.83736514,1.02478641,0.53746650,-0.78124463
0.86330341,1.03577787,0.53746650,-0.79891040
0.86849107,1.04676933,0.53138280,-0.82919457
0.88405403,1.05776079,0.54963389,-0.79638672
0.88405403,1.06655396,0.51921541,-0.84686034
0.88924169,1.11051980,0.59221977,-0.79638672
0.87886638,1.06875225,0.53746650,-0.85443138
0.89961699,1.11931297,0.61351271,-0.79133935
0.89442934,1.13470101,0.64088934,-0.77114991
0.89442934,1.13250272,0.63784749,-0.77872095
0.88924169,1.11711468,0.62872195,-0.76357886
0.87367872,1.07974371,0.58005237,-0.81405249
0.86330341,1.03577787,0.52529910,-0.86452611
0.87886638,1.09513176,0.60438716,-0.79638672
0.87367872,1.08194200,0.59830346,-0.79638672
0.86849107,1.06215738,0.56180128,-0.82919457
0.87886638,1.08414030,0.58613607,-0.82667089
0.88924169,1.12370955,0.65001489,-0.76610254
0.89442934,1.14129589,0.67130783,-0.75348414
0.90999230,1.20944295,0.78689806,-0.65253689
0.92036761,1.22483099,0.82035840,-0.62225272
0.90999230,1.22263270,0.80210731,-0.66010793
0.91517996,1.23802074,0.82644209,-0.65001321
0.92036761,1.26000366,0.86902797,-0.60458695
0.92036761,1.24241733,0.84165133,-0.63739480
0.91517996,1.22263270,0.82340024,-0.66010793
0.90480465,1.18746002,0.76560512,-0.72572364
0.89442934,1.12370955,0.67739152,-0.79638672
0.89442934,1.07534713,0.58613607,-0.87462083
0.88924169,1.07754542,0.58917792,-0.87966820
0.88924169,1.10612322,0.63784749,-0.82919457
0.88405403,1.09952834,0.63480565,-0.82919457
0.87367872,1.09733005,0.63784749,-0.84938402
0.89442934,1.15228735,0.71693555,-0.80395776
0.89442934,1.18306344,0.77473067,-0.73581837
0.90999230,1.21823611,0.84469318,-0.65506057
0.89961699,1.20944295,0.57092683,-0.82414721
0.88924169,1.19845148,0.57396868,-0.80900512
0.89442934,1.20944295,0.59526162,-0.78376831
0.89961699,1.21383953,0.60742901,-0.79386304
0.89961699,1.23362416,0.63176380,-0.77872095
0.89961699,1.28638317,0.71389370,-0.70805788
0.90999230,1.25780537,0.68651707,-0.71562892
0.89442934,1.17646856,0.71389370,-0.68282106
0.89442934,1.16108052,0.68651707,-0.71815260
0.91517996,1.22043441,0.76864697,-0.65001321
