1.06127639,1.51052259,1.07658041,-0.40457110,1.41911253,1.67614651,0.23279428,0.26527331,2.79418291,1.89331416
1.06127639,1.50821676,1.05802729,-0.42204185,1.37088879,1.61923563,0.25256388,0.21006263,2.78644726,1.87514936
1.07162903,1.54049828,1.10750229,-0.36214215,1.25821226,1.59949146,0.14588919,0.05750721,2.77097595,1.73777805
1.07162903,1.54741574,1.11368667,-0.35715051,1.39546427,1.24989779,0.23402959,0.08947131,2.93342467,1.75367225
1.05092374,1.44134791,0.95907727,-0.52686631,1.47058208,1.26848060,0.22002632,0.39312900,2.95405308,1.81724906
1.05092374,1.41598386,0.92197102,-0.57179108,1.49608513,1.23363770,0.23567719,0.38804384,2.74003333,1.76956645
1.04057110,1.40906640,0.91269445,-0.59175765,1.47104586,1.12794654,0.15700956,0.37424117,2.71682637,1.85584926
1.04057110,1.42059551,0.94361633,-0.55432034,1.51741480,1.19530990,0.25956602,0.47667142,2.70135507,1.92623786
1.04057110,1.41137222,0.93124758,-0.57179108,1.50674979,1.20111724,0.23856060,0.43381061,2.90248206,1.98186756
1.02504214,1.31683350,0.80446788,-0.69159047,1.49052073,1.11633215,0.10676127,0.45487764,2.83286118,1.96824396
1.01986582,1.30761021,0.78282256,-0.72154032,1.45017963,1.13375360,0.09728799,0.46359515,3.14486586,2.11696826
1.01986582,1.27994034,0.73334755,-0.76646509,1.40566549,1.24873644,0.05692424,0.35971210,3.02883106,2.13286246
1.02504214,1.29377527,0.75808506,-0.75648181,1.40983888,1.30216270,-0.05922372,0.32556880,2.45123561,1.62538335
1.04057110,1.37217324,0.88177257,-0.65664899,1.44971620,1.14188364,-0.09793987,0.36189165,2.35582922,1.69236605
1.01468949,1.29838692,0.76117724,-0.77395255,1.48959316,1.28474069,-0.18937546,0.40402606,2.47186402,1.78773125
1.01986582,1.29146945,0.75190068,-0.79142330,1.52158784,1.32539148,-0.10947201,0.45633079,2.43834285,1.86039046
1.02504214,1.30069274,0.77045381,-0.76396927,1.49608513,1.44385811,-0.13624375,0.43017825,2.34035791,1.92283196
1.00951317,1.21076566,0.63748973,-0.86380210,1.40891130,1.43688942,-0.17825509,0.48611533,2.53117069,1.99549116
1.01468949,1.20845984,0.64367410,-0.85132299,1.40752029,1.52399778,-0.07775800,0.37278837,2.56727041,2.01933246
1.00951317,1.21998895,0.65913504,-0.82137315,1.40288347,1.49612301,-0.09917519,0.36116525,2.51827794,1.91374956
0.96810260,1.06780467,0.47051158,-0.99108895,1.44276078,1.42295204,-0.13088971,0.39022339,2.61368433,2.06360916
0.96810260,1.05627556,0.48597252,-0.96113910,1.35558696,1.39275457,-0.08064091,0.36043850,2.59821302,2.02955016
0.96810260,1.06088720,0.48906471,-0.97112238,1.37784420,1.24757453,0.00255722,0.38877024,2.48733532,2.00230296
0.96292628,1.01938240,0.44268189,-1.00606387,1.30179917,1.20227859,-0.07528686,0.35753290,2.56727041,2.06701506
0.97327892,1.04474645,0.47669595,-0.98609731,1.37042500,1.21040864,0.00338076,0.41274323,2.50280663,2.16919206
0.97327892,1.02629987,0.46123501,-1.00356805,1.36393338,1.21853869,-0.05675258,0.46795391,2.55179910,2.15216256
0.97845524,1.05166391,0.50452565,-0.96113910,1.38387204,1.22202303,-0.05139803,0.47085986,2.55437765,2.16692146
0.98363156,1.07011049,0.55090846,-0.92120597,1.43116855,1.01993239,0.01985568,0.39676135,2.58016316,2.14535076
0.97327892,0.96634848,0.42103657,-1.02852626,1.49005694,1.02109402,-0.11482656,0.32411600,2.61110578,2.14989196
0.95774996,0.91562039,0.35610062,-1.09591341,1.47800092,0.98857356,-0.10164683,0.28488754,2.44349995,2.07496216
0.95257364,0.93176115,0.37774594,-1.06346774,1.45991706,0.90030412,-0.13953894,0.21805374,2.54148490,2.20552166
0.94222099,0.89256216,0.33445531,-1.10839252,1.48310153,0.96186043,-0.07858155,0.26454656,2.45123561,2.20665696
0.96292628,0.95712519,0.40557563,-1.03351790,1.52066061,1.00483365,-0.13706780,0.20643028,2.37645762,2.06815036
1.00951317,1.06549885,0.51689440,-0.98609731,1.57444840,0.91075716,-0.09711583,0.23476202,2.49507098,2.09653286
1.01468949,1.03552316,0.46432720,-1.04849282,1.57073880,1.07568164,-0.11565011,0.23112966,2.63431274,2.07836806
1.01986582,1.03552316,0.44886626,-1.04599700,1.60180625,1.11052481,-0.18237382,0.16574902,2.68330521,2.07042096
0.98363156,0.80955256,0.37156156,-1.09840923,1.59253225,1.17788845,-0.15354272,0.14613479,2.77613305,2.12605066
0.95257364,0.70579055,-0.18194008,-1.40040353,1.46084464,1.07800462,-0.51475506,0.02699626,2.68330521,2.01025006
0.90081042,0.56282955,-0.34582604,-1.48775725,1.38155380,0.95489174,-0.49127851,0.07784784,2.56469186,1.99094996
0.86975249,0.52593639,-0.40766980,-1.50522799,1.45064342,0.91772585,-0.55223540,-0.02458206,2.47702112,2.07609746
0.85939985,0.48673741,-0.45714480,-1.55764023,1.45713504,0.81087333,-0.56047286,0.04079893,2.51312083,2.13626836
0.90081042,0.56052373,-0.36747135,-1.49274889,1.46548146,0.88055968,-0.74663972,-0.00278863,2.59305592,2.17713916
0.94739731,0.65275663,-0.27161353,-1.44283248,1.53735346,0.73537964,-0.82160039,0.01392000,2.62141998,2.24185126
0.91633938,0.60894600,-0.28707447,-1.42286591,1.51463242,0.71563521,-0.77052804,0.01101404,2.74519044,2.31451046
0.85422353,0.43600932,-0.29325884,-1.43035337,1.58094002,0.72957231,-0.63831694,0.16284306,2.50022808,2.34175766
0.85939985,0.45676172,-0.27779790,-1.41288263,1.65559403,0.81900338,-0.68897751,0.14395524,2.67814811,2.35311066
0.83351824,0.40603362,-0.32727291,-1.44532830,1.73163906,0.86081524,-0.65396831,0.19044840,2.73487623,2.40079326
0.79210767,0.14778151,-0.66432140,-1.67743961,1.82344971,0.77603016,-0.81542229,0.05387486,2.80191856,2.42122866
0.83351824,0.28382503,-0.54063388,-1.61005246,1.81974011,0.92004856,-0.72481025,0.09964162,2.87411799,2.51772917
0.83351824,0.31380073,-0.49734325,-1.61254828,1.83782397,0.82248772,-0.67950423,0.04806330,3.00046700,2.53589397
0.83869456,0.28151921,-0.54063388,-1.65996887,1.97646699,0.84920085,-0.67332614,0.08438615,3.05977368,2.43825816
0.89045778,0.45906754,-0.33654947,-1.55264858,1.90181333,0.77138418,-0.53864389,0.20425107,3.13197311,2.48139956
0.86975249,0.40142198,-0.37984011,-1.57511097,1.95003671,0.80738899,-0.54811667,0.18536325,2.97468149,2.30883396
0.89563410,0.46137336,-0.29944322,-1.52269874,1.96719335,0.84223216,-0.52340429,0.17156058,1.27025919,1.81157256
0.91116306,0.49596070,-0.28089009,-1.49274889,1.95235530,0.84571651,-0.49457319,0.22749766,1.36308703,1.90920836
0.93704467,0.57435866,-0.19740102,-1.46279904,1.97461255,0.78996726,-0.54770490,0.14177603,1.29346615,1.91942606
0.92669203,0.55591209,-0.24996821,-1.51770710,2.04694798,1.00251094,-0.52010961,0.14468164,1.31925166,1.88196116
0.94222099,0.60433436,-0.18194008,-1.45031994,2.04741176,0.97579781,-0.48427637,0.15557870,1.35019427,1.97959696
0.93704467,0.59511107,-0.17884789,-1.45031994,1.99455120,0.84571651,-0.30675924,0.21296859,1.31667311,2.11356236
0.93186835,0.58358195,-0.20976977,-1.48526143,2.00938925,0.92237155,-0.31211379,0.22531811,1.12843887,1.85130806
0.90598674,0.50748981,-0.31490416,-1.56263187,1.92407022,0.87010665,-0.37554232,0.20134512,0.98146146,1.53342405
0.91633938,0.49365488,-0.33964166,-1.57011933,1.92870705,0.80738899,-0.33723794,0.21151544,0.85511245,1.36426435
0.95774996,0.58127613,-0.26233696,-1.51271545,1.89207554,0.70402081,-0.36730486,0.09600927,0.81385563,1.33928775
0.95257364,0.55821791,-0.29325884,-1.55764023,1.88512049,0.59252259,-0.33970907,0.10690598,0.78549157,1.41989405
0.94739731,0.53746551,-0.31490416,-1.57760679,1.81695809,0.56116349,-0.35783158,-0.00278863,0.84995535,1.34042305
