Date,ZT=F,ZF=F,ZN=F,ZB=F,CL=F,NG=F,GC=F,HG=F,ZC=F,ZS=F
2013-04-29,1.001489467338112,1.0145618720590175,1.0306504163147163,1.0787205081669737,0.9172976420045406,2.065851527796636,0.8790510881756752,0.8434885477402734,1.0621118012422415,1.0490021382751322
2013-04-30,1.001489467338112,1.0144982830980611,1.0299263907324792,1.0771324863883893,0.9072025056289238,2.042803425781292,0.8819265009938694,0.8335512810073599,1.0609472049689495,1.0461511047754888
2013-05-01,1.001631321370313,1.0153885285514506,1.0318571256184452,1.0825771324863929,0.8836148490150818,2.0348073194282104,0.8664110744161655,0.806093116174575,1.0586180124223656,1.0245901639344337
2013-05-02,1.001631321370313,1.0155792954343197,1.032098467479191,1.0830308529945598,0.9123471260576463,1.8932268262404097,0.8792307603430743,0.8118462738803647,1.0830745341614962,1.027084818246622
2013-05-03,1.0013476133059112,1.0126542032303265,1.0260649209605475,1.0676043557168828,0.9280722551526791,1.900752599783124,0.8771940370193455,0.866501053867519,1.086180124223608,1.0370634354953745
2013-05-06,1.0013476133059112,1.0119547246598064,1.024616869796073,1.0635208711433801,0.9334110541206446,1.8866417183184312,0.8794703963595852,0.8655857858629568,1.0539596273291978,1.02957947255881
2013-05-07,1.0012057592737105,1.0117639577769373,1.0242548570049543,1.0617059891107121,0.9281693444223006,1.8438382925371501,0.8680284895559846,0.8631014691797283,1.0504658385093222,1.0431218816821173
2013-05-08,1.0012057592737105,1.0120819025817192,1.025461566308683,1.0651088929219643,0.937876197776846,1.87111950199001,0.8829449357823792,0.8815376976321186,1.0481366459627384,1.0541696364932365
2013-05-09,1.0012057592737105,1.0118275467378937,1.0249788825871915,1.06352087114338,0.9356435889200383,1.8734713903302644,0.8798897776701406,0.8738232602519748,1.0784161490683286,1.062900926585895
2013-05-10,1.0009929782254092,1.0092203993386821,1.0200313744419036,1.0526315789473726,0.9322462050574303,1.8391346280008503,0.8607200663755986,0.8776150759354536,1.0679347826087011,1.0607626514611626
2013-05-13,1.0009220512093089,1.0089660434948566,1.0191866779292935,1.049909255898371,0.923801215978307,1.8461900687331965,0.8593422141256453,0.8791841246141195,1.1149068322981424,1.0841054882394947
2013-05-14,1.0009220512093089,1.0082029759633802,1.0172559430433277,1.0458257713248682,0.9144826456448331,1.8927564934300427,0.8534714607910336,0.8604864088312706,1.0974378881987634,1.086600142551683
2013-05-15,1.0009929782254092,1.0085845097291184,1.0182213104863105,1.046733212341202,0.9153563009565971,1.914393372725867,0.8365781819633765,0.8543410201297925,1.0104813664596326,1.0069493941553886
2013-05-16,1.0012057592737105,1.010746534401635,1.0230481477012254,1.0558076225045414,0.9237042007660994,1.8494826226941858,0.8309470646452757,0.8608787021749152,0.9961180124223656,1.0174625801853245
2013-05-17,1.0008511241932083,1.008711687651031,1.0183419814166834,1.0451451905626177,0.9320520265181877,1.9073377077051035,0.8176481066853454,0.8684623958898297,1.0135869565217446,1.0324305060584538
2013-05-20,1.0009220512093087,1.0085209207681618,1.0179799686255648,1.0435571687840333,0.9387497790311965,1.923800701798468,0.8292697587829906,0.8778766256138689,1.0085403726708129,1.0438346400570284
2013-05-21,1.000992978225409,1.0087752766119873,1.0187039942078022,1.0460526315789516,0.933411054120645,1.9717780127822082,0.8253759111762868,0.8731694795778712,0.9937888198757817,1.0536350677120534
2013-05-22,1.0007801971771078,1.0062953071346887,1.0135151442017687,1.0369782214156122,0.9151621224173547,1.968955791631586,0.8192655218251644,0.8832374899760139,1.022515527950316,1.065039201710628
2013-05-23,1.0008511241932083,1.0062317181737324,1.0137564860625146,1.0381125226860295,0.9148709286659047,2.004233443870153,0.8338824413125818,0.8628399818492695,1.0279503105590118,1.0687811831789105
2013-05-24,1.000780197177108,1.0065496629785142,1.014359840714379,1.0408348457350314,0.9139002581419329,1.992944559267665,0.8307673924778769,0.860747958509686,1.0205745341614962,1.0522095509622318
2013-05-28,1.0002127810483044,1.0023527915553931,1.0069989139616335,1.0254083484573544,0.9222481579514352,1.9633113493303422,0.8261546368216406,0.8659780792066015,1.0349378881987634,1.0757305773342918
2013-05-29,1.0002127810483044,1.0020348467506113,1.007602268613498,1.028130671506356,0.9039992262481448,1.9510817991071194,0.8334631331286719,0.8606171524965001,1.0326086956521796,1.07038488952246
2013-05-30,1.0002127810483044,1.002162024672524,1.007722939543871,1.0272232304900222,0.9086585484435888,1.8922859363312585,0.8455639841326936,0.8657165295281861,1.0159161490683286,1.0661083392729944
2013-05-31,1.000141854032204,1.0010174233753093,1.0059128755882778,1.0240471869328536,0.8927393148667275,1.8739417231406321,0.8342418587740257,0.8600941778355826,1.027950310559012,1.0762651461154749
2013-06-03,1.000283708064405,1.0017169019458294,1.0072402558223794,1.0258620689655216,0.9071054163593031,1.8772342771016217,0.8456837655776265,0.8700313822205396,1.0182453416149126,1.0923022095509705
2013-06-04,1.000283708064405,1.0012081902581784,1.006636901170515,1.0242740471869374,0.90574646281426,1.8805268310626113,0.8369375994248207,0.8799686489534531,1.0256211180124282,1.0896293656450546
2013-06-05,1.0003546350805053,1.0019076688286985,1.0083262941957352,1.0281306715063565,0.9099204127190107,1.8819379416379223,0.8377163981968196,0.8804916859623272,1.026009316770192,1.091945830363515
