Name,Coefficients
event,1.3877787807814457e-17
insta_good,0.02990252899636467
insta_post,0.04736092259633432
new_item,0.07264833894179742
holiday,0.2334199004153392
flyer,0.5142011783680105
intercept,-0.1617970478840941
