Name,Coefficients
new_item,0.07522025493799411
holiday,0.12366329570236474
insta_post,0.14493681217481935
insta_good,0.24039402769484353
event,0.338814638782886
flyer,0.42401965533159897
intercept,1.713800285331051e-17
