Date,MSI
2013-04-29,4.157656674343518
2013-04-30,4.1504535749819285
2013-05-01,4.262424117038194
2013-05-02,4.490786189705577
2013-05-03,4.683388745317608
2013-05-06,4.627010747424762
2013-05-07,4.645898001792402
2013-05-08,4.23686573509795
2013-05-09,4.259503159629792
2013-05-10,4.3080435236871555
2013-05-13,2.8631239000373485
2013-05-14,2.614030184503255
2013-05-15,2.113856938311451
2013-05-16,2.0133300214545256
2013-05-17,1.9750269656353308
2013-05-20,1.9271670159400245
2013-05-21,1.6852378785080973
2013-05-22,1.9775284552547632
2013-05-23,1.9467422605714717
2013-05-24,1.9213397609970015
2013-05-28,1.9564040435310823
2013-05-29,2.0626308086570178
2013-05-30,1.6986604735074493
2013-05-31,1.7537014546857965
2013-06-03,1.5491779235819028
2013-06-04,1.6416642212847008
2013-06-05,2.005017082070246
2013-06-06,2.112257968502708
2013-06-07,2.324008960353954
2013-06-10,2.261108395551333
2013-06-11,2.525078296676913
2013-06-12,2.5857321480084754
2013-06-13,2.97239425473669
2013-06-14,3.0496334595200207
2013-06-17,2.9810684609173888
2013-06-18,3.1228903092389726
2013-06-19,3.4975985805518794
2013-06-20,4.434161663006253
2013-06-21,4.430819496703313
2013-06-24,4.747656287981508
2013-06-25,4.766902571279447
2013-06-26,4.729951511273237
2013-06-27,4.8661386623803935
2013-06-28,4.574676695334944
2013-07-01,4.68184759980789
2013-07-02,4.572640605693882
2013-07-03,4.171859313863715
2013-07-05,4.283321832856784
2013-07-08,4.06416192283129
2013-07-09,4.137849317021923
2013-07-10,3.8829979905920995
2013-07-11,4.044048244699542
2013-07-12,3.6652811164050108
2013-07-15,3.565892612171143
2013-07-16,3.5175264599525007
2013-07-17,3.3818753238941306
2013-07-18,3.0433846708961796
2013-07-19,1.844290159170681
2013-07-22,1.8409049107030089
2013-07-23,1.5642495466410724
2013-07-24,1.4839709988986718
2013-07-25,1.4514696436893688
2013-07-26,1.2932673737300355
2013-07-29,1.3439524022929255
2013-07-30,1.2145326563308534
2013-07-31,1.2153786260422348
2013-08-01,1.548354686531735
2013-08-02,1.3162272482542383
2013-08-05,1.3011368560970125
2013-08-06,1.3869589175047907
2013-08-07,1.4504289268168549
2013-08-08,1.105243007491977
2013-08-09,1.1090716828568183
2013-08-12,1.106927316484309
2013-08-13,1.0799482151073867
2013-08-14,1.1366334135085565
2013-08-15,1.7886347148662565
2013-08-16,1.7761201282099084
2013-08-19,1.9026013478335035
2013-08-20,2.01446845192235
2013-08-21,2.033474208051749
2013-08-22,2.197834506886672
2013-08-23,2.1970103092929607
2013-08-26,2.1400158122401587
2013-08-27,3.082612257475984
2013-08-28,3.094232490288482
2013-08-29,2.841097505785575
2013-08-30,3.0604815067406332
2013-09-03,3.09852424395703
2013-09-04,3.0802810817232604
2013-09-05,3.0102221381376575
2013-09-06,2.9846521763541025
2013-09-09,3.2706288026976997
2013-09-10,3.3560768218846078
2013-09-11,3.3490232648017333
2013-09-12,3.3352548325741593
2013-09-13,2.6618722956169143
2013-09-16,2.6626293383169837
2013-09-17,2.6177774101094693
2013-09-18,2.695637399441109
2013-09-19,2.618069673949457
2013-09-20,2.4606182052226613
2013-09-23,2.4709347238821397
2013-09-24,2.460542833852918
2013-09-25,1.52324504915465
2013-09-26,1.5508006960919132
2013-09-27,1.5055048775723792
2013-09-30,1.330501020183336
2013-10-01,1.513126396650623
2013-10-02,1.3833788329107102
2013-10-03,1.6404332715967933
2013-10-04,1.7465142296052054
2013-10-07,1.6804438298102724
2013-10-08,2.2326367544385373
2013-10-09,2.257392130377113
2013-10-10,3.2526189601987996
2013-10-11,3.3919725002656165
2013-10-14,3.404372269596498
2013-10-15,3.462939847884017
2013-10-16,3.5324551522367806
2013-10-17,3.6081723752147594
2013-10-18,3.722152351260565
2013-10-21,3.6934029581476118
2013-10-22,3.7067819804544095
2013-10-23,3.7676749504538
2013-10-24,3.763350839623839
2013-10-25,3.741895827261163
2013-10-28,3.6946987502816837
2013-10-29,3.490633799681306
2013-10-30,3.65732579214784
2013-10-31,3.447546801346063
2013-11-01,3.3605376867103516
2013-11-04,3.1828087120209454
2013-11-05,2.5613329335947177
2013-11-06,2.566388882613456
2013-11-07,2.232171662642093
2013-11-08,2.573005364243557
2013-11-11,2.534209614033248
2013-11-12,2.4003308861574997
2013-11-13,2.2654156941577495
2013-11-14,2.195706434671626
2013-11-15,2.0212242346315503
2013-11-18,2.1753583088402504
2013-11-19,2.211756336895184
2013-11-20,2.168781764726501
2013-11-21,2.4379392496034216
2013-11-22,2.457957684135409
2013-11-25,2.4600751555762246
2013-11-26,2.4860011250915512
2013-11-27,2.3367883948260584
2013-11-29,2.292354012577725
2013-12-02,2.4080553376067275
2013-12-03,2.384172609419447
2013-12-04,2.36556905864149
2013-12-05,2.3597169489764074
2013-12-06,1.8029688340207541
2013-12-09,1.312901533883339
2013-12-10,1.3934518642606144
2013-12-11,1.8820915569961365
2013-12-12,1.7418951714354574
2013-12-13,1.7299944577776245
2013-12-16,1.8329505915065003
2013-12-17,1.6958612105738897
2013-12-18,2.0473493986258693
2013-12-19,2.067951909886877
2013-12-20,2.0298894219760046
2013-12-23,2.1188078362448293
2013-12-24,2.119470625540407
2013-12-26,2.085140816408159
2013-12-27,2.064674237221314
2013-12-30,2.062080534280815
2013-12-31,1.953158253365879
2014-01-02,2.171236410627084
2014-01-03,2.180662852434371
2014-01-06,2.2342708853621267
2014-01-07,2.2042086356989734
2014-01-08,2.203596882658741
2014-01-09,2.1326935403081473
2014-01-10,1.6515027494192285
2014-01-13,2.1653344555325758
2014-01-14,2.5594914442663206
2014-01-15,2.5106703001705393
2014-01-16,2.492380041719685
2014-01-17,2.151349992700349
2014-01-21,2.138599621252328
2014-01-22,1.8834381716465791
2014-01-23,1.9373854279553928
2014-01-24,3.16632429010779
2014-01-27,3.424869924458889
2014-01-28,3.4790664113288363
2014-01-29,3.835187784737549
2014-01-30,4.247701926023756
2014-01-31,4.100266788321287
2014-02-03,5.742153233982135
2014-02-04,5.772208230424711
2014-02-05,5.722932131653719
2014-02-06,5.971472695657281
2014-02-07,6.358789951378135
2014-02-10,6.3527356230421
2014-02-11,6.012026178156525
2014-02-12,5.618401328080796
2014-02-13,5.701916521010066
2014-02-14,5.711908826740187
2014-02-18,5.713825667305827
2014-02-19,5.859445092873156
2014-02-20,5.952765821688997
2014-02-21,5.7845617190685665
2014-02-24,4.629988598325273
2014-02-25,4.367163104878314
2014-02-26,4.311843584706867
2014-02-27,3.99554119788347
2014-02-28,3.586127541790097
2014-03-03,3.6115508591067984
2014-03-04,2.7165816852712874
2014-03-05,2.6069132537485804
2014-03-06,2.537011668437655
2014-03-07,2.30354243195418
2014-03-10,1.9148576632362189
2014-03-11,2.052855611505258
2014-03-12,1.8617992256437528
2014-03-13,2.2803006520361397
2014-03-14,2.15771358215332
2014-03-17,2.2658069979824234
2014-03-18,2.418331850839621
2014-03-19,2.3520462286031836
2014-03-20,2.2743520484326085
2014-03-21,2.380901962037881
2014-03-24,2.551766683220278
2014-03-25,2.5548654816726355
2014-03-26,2.9692271936098327
2014-03-27,2.969987402356554
2014-03-28,2.95567808381689
2014-03-31,3.080953792449366
2014-04-01,2.596954660173357
2014-04-02,2.5977326630072484
2014-04-03,2.727797455754717
2014-04-04,3.678461508615231
2014-04-07,4.030257532082553
2014-04-08,3.9447100490780924
2014-04-09,4.298845496917101
2014-04-10,5.430168414511844
2014-04-11,5.748998076650286
2014-04-14,5.699854241602426
2014-04-15,5.515970973376754
2014-04-16,5.6347944925661775
2014-04-17,5.616747816115758
2014-04-21,5.532360232831125
2014-04-22,5.403411505617877
2014-04-23,5.492117163019409
2014-04-24,5.079277630714824
2014-04-25,5.531984554441935
2014-04-28,5.542886595268384
2014-04-29,5.3210967231776465
2014-04-30,5.054773285399971
2014-05-01,5.052926884644185
2014-05-02,4.922166010656165
2014-05-05,3.9619770373240684
2014-05-06,3.987872085571701
2014-05-07,3.9555365927639428
2014-05-08,3.670108299463455
2014-05-09,2.1663133523835927
2014-05-12,2.372292441324337
2014-05-13,2.3782334777451153
2014-05-14,2.546540309960109
2014-05-15,2.4708247391540272
2014-05-16,2.5010127260165866
2014-05-19,2.570639844201284
2014-05-20,2.6562910336429812
2014-05-21,2.6614740835279234
2014-05-22,2.7000058052376614
2014-05-23,2.3023552225729285
2014-05-27,2.48646967729775
2014-05-28,2.466903155272148
2014-05-29,2.4870976966070555
2014-05-30,2.501360251490889
2014-06-02,2.512627307220476
2014-06-03,2.509993794912111
2014-06-04,2.1394405362050226
2014-06-05,2.3961253371270463
2014-06-06,2.39328952384047
2014-06-09,2.3829590149262407
2014-06-10,1.8327555892175682
2014-06-11,1.793439260838202
2014-06-12,1.7295941152016454
2014-06-13,1.5745995341662855
2014-06-16,1.5385113548480915
2014-06-17,1.4732740941245839
2014-06-18,1.3479873517860153
2014-06-19,1.2430221389224112
2014-06-20,1.1913936140238348
2014-06-23,1.0999981252248587
2014-06-24,1.036204252241899
2014-06-25,1.0830579733909413
2014-06-26,1.0533013580943078
2014-06-27,1.0678169572126874
2014-06-30,1.05433800586112
2014-07-01,1.2235635280731794
2014-07-02,1.2289491126599796
2014-07-03,1.0073133679952497
2014-07-07,1.2000033824366572
2014-07-08,1.4757237770398084
2014-07-09,1.5094521442647273
2014-07-10,1.5854538441499184
2014-07-11,1.4521572443279231
2014-07-14,1.4964627710683358
2014-07-15,1.6049620169901577
2014-07-16,1.5859973362729467
2014-07-17,1.9890762883342643
2014-07-18,2.385164393129105
2014-07-21,2.4064726541029993
2014-07-22,2.4792922956205468
2014-07-23,2.3421935605025963
2014-07-24,2.2719871690156994
2014-07-25,2.3823670791191582
2014-07-28,2.364030105937866
2014-07-29,2.392917728399242
2014-07-30,2.234600944983015
2014-07-31,3.319336239094427
2014-08-01,3.289521790305817
2014-08-04,3.1413183182799895
2014-08-05,2.9940534309548825
2014-08-06,2.9584741772136924
2014-08-07,2.9194876668679353
2014-08-08,3.136554496155971
2014-08-11,3.1553164361549646
2014-08-12,3.089664636473583
2014-08-13,3.2031834618945147
2014-08-14,2.740243960237512
2014-08-15,2.3464046727412393
2014-08-18,2.5520335223786206
2014-08-19,2.502551615920553
2014-08-20,2.51001252788781
2014-08-21,2.513926617422025
2014-08-22,2.403352227391923
2014-08-25,2.420627781229255
2014-08-26,2.423613999894765
2014-08-27,2.410314852399351
2014-08-28,1.3437097356207655
2014-08-29,1.3463556205637721
2014-09-02,1.2434699902087567
2014-09-03,1.134648554998264
2014-09-04,1.1556108362242814
2014-09-05,1.1121202531332304
2014-09-08,0.9019651242097433
2014-09-09,1.0422565908855745
2014-09-10,1.0518785466419387
2014-09-11,0.9379195799302759
2014-09-12,1.0556707866136652
2014-09-15,1.2373816435815634
2014-09-16,1.10348720572516
2014-09-17,1.0748197711846825
2014-09-18,1.1176651443496446
