Date,^GSPC,^IXIC,^RUT
2013-04-02,0.0004677469168626874,0.00025016805469595756,0.0005247785830068821
2013-04-03,0.0003955438185456874,0.00016921139305792353,0.00040826834347491484
2013-04-04,0.0004276921703030338,0.00018499974034200673,0.00046626913108843167
2013-04-05,0.0004513226853417537,0.00021723246662386076,0.0005250791327040562
2013-04-08,0.000479049806042915,0.00022401280437636673,0.0005713745997088657
2013-04-09,0.0005386608877363555,0.0002867861529367535,0.0006341066987095518
2013-04-10,0.0006557432355078325,0.0004334848247588311,0.0008023350757036813
2013-04-11,0.0006401566543079702,0.00040326283091527874,0.0007429364637293145
2013-04-12,0.0005736920347898909,0.000345112320166404,0.0006649402734652893
2013-04-15,0.0005317268766133394,0.00030775164233494027,0.0005744588214201552
2013-04-16,0.0005909701713385501,0.00039807654454828795,0.0006365443096943317
2013-04-17,0.0004717127505516478,0.00025176849868431675,0.0005021606839605205
2013-04-18,0.0004611298919129218,0.0002188978281296579,0.00051489667503586
2013-04-19,0.0005202590892788366,0.0003005727173714767,0.0005856678415098284
2013-04-22,0.0005342285464107383,0.00034432656671262073,0.0005699647089253232
2013-04-23,0.0006095357019104281,0.0004285815554218172,0.0006943216926312293
2013-04-24,0.0005948419688923489,0.00044089004706855656,0.000683446744008339
2013-04-25,0.0005564025293383005,0.0003738910797701577,0.0006393458688932081
2013-04-26,0.0005223134149667645,0.0003331454213835281,0.0005873611422239452
2013-04-29,0.0005414001669515196,0.00034263148412753014,0.0005831693592866645
2013-04-30,0.0005668737732653835,0.0003987298826190137,0.000646143156706142
2013-05-01,0.0005070087018609692,0.0003577321221491381,0.0005528336462453693
2013-05-02,0.0005546273695650781,0.00039569717055123614,0.000607237774435438
2013-05-03,0.0006274015224690897,0.00048768232663657296,0.0007279330143548026
2013-05-06,0.00069962147281079,0.0005945449364005625,0.0008236282060051217
2013-05-07,0.0007191402267750809,0.0005969384478557106,0.00084710056072708
2013-05-08,0.0007528112456461129,0.0006320732759641546,0.0008615841311165604
2013-05-09,0.0007648718959424345,0.0006429628847459188,0.0008653593278469381
2013-05-10,0.0007720888740584984,0.0006765818890046636,0.00088785344471778
2013-05-13,0.0007858097967535744,0.0006789084997181441,0.0008907719349211912
2013-05-14,0.0008708298663505796,0.0007492089183997842,0.000997011179364171
2013-05-15,0.0009142697612154584,0.0007717720605803285,0.0010156429319686728
2013-05-16,0.0009118460707899164,0.0007916794921028361,0.001029709251885507
2013-05-17,0.0010132519603129864,0.000914608122402055,0.0011662313918156617
2013-05-20,0.0010399725967983585,0.0009613187913437158,0.0012108119183384695
2013-05-21,0.0009827185370046695,0.0008693397037732509,0.0011207115307239268
2013-05-22,0.0009476785585507748,0.0008364223126611578,0.0010807592007562412
2013-05-23,0.0009292084162744873,0.0008163865019029725,0.0010598132271199426
2013-05-24,0.0009214828284021436,0.0008311360921975058,0.0010524944642550547
2013-05-28,0.0009555092839165839,0.0008681437040489565,0.0011064442779052846
