Date,^GSPC,^IXIC,^RUT
2013-04-02,0.008109851239103464,0.009432710893954933,0.010275718525463298
2013-04-03,0.008127284672367948,0.009443307088481623,0.010305149355251302
2013-04-04,0.008125768571933622,0.009443024308170617,0.010304457288587905
2013-04-05,0.008103289613524094,0.009406010917435117,0.010244586541982717
2013-04-08,0.008111433254620257,0.009409391474811452,0.010256181548680141
2013-04-09,0.008078784619995538,0.009387546287730923,0.010189936602852764
2013-04-10,0.008034379300360158,0.009381972570839916,0.010128034007212445
2013-04-11,0.008024921907014941,0.00936824327797583,0.010082788021157897
2013-04-12,0.007984369456437344,0.009335054980245979,0.01004691415898765
2013-04-15,0.008080222985592099,0.009412959625306553,0.010289403933227342
2013-04-16,0.008126763219895325,0.00944492090053793,0.010346212921090378
2013-04-17,0.008126053696864248,0.009451185983969827,0.010367604920291257
2013-04-18,0.008133692270503395,0.009479361650801982,0.010357814452177896
2013-04-19,0.008140740338437522,0.009497242554188313,0.010376963588125784
2013-04-22,0.008144853899975364,0.009510105258801764,0.01037102791806474
2013-04-23,0.008148881238378742,0.009511412029846497,0.010367888627987161
2013-04-24,0.008146634459816057,0.009508974967466183,0.010361798200058127
2013-04-25,0.008107389923141802,0.009408068826791436,0.010312726233469714
2013-04-26,0.008099450860526323,0.009401638564601167,0.010310017007208344
2013-04-29,0.008109543451355337,0.009408668080802462,0.01030690772170848
2013-04-30,0.008105589389449455,0.00940387771964641,0.01028757184455862
2013-05-01,0.008123083192136752,0.00942208534294709,0.010409560147089717
2013-05-02,0.008140279627718749,0.009452191837445688,0.010459510312804024
2013-05-03,0.008147877630530967,0.009446701281705472,0.01045659023059732
2013-05-06,0.008078315820907423,0.009336404496098483,0.010391140814902734
2013-05-07,0.008083362638807918,0.009336451790488181,0.010401537624650655
2013-05-08,0.008079992036808712,0.009336046197761084,0.010401553413343074
2013-05-09,0.008071064847469249,0.009332298028162347,0.010399508227124139
2013-05-10,0.008073444532879427,0.00934378539834642,0.010411494150919475
2013-05-13,0.008069260914861967,0.009343704022279029,0.010410745770341168
2013-05-14,0.00805535207953126,0.009324234067226756,0.010393044602679313
2013-05-15,0.008048806739110551,0.00932185572059933,0.010391751101367714
2013-05-16,0.008050505625186803,0.009310897109895543,0.010383569155412638
2013-05-17,0.008008176937540041,0.009224527909136122,0.010289943899650376
2013-05-20,0.007991159566867766,0.009186304184721663,0.010267932856904064
2013-05-21,0.007934361112687985,0.009062733029208648,0.010171462428573173
2013-05-22,0.00795587596615623,0.009091216635513896,0.010221215777643773
2013-05-23,0.007959496208218057,0.009089982483750246,0.010213796924220189
2013-05-24,0.007959994179874169,0.00908550384930216,0.010213898585882201
2013-05-28,0.00796492475579985,0.009098274162654178,0.010242789355563112
2013-05-29,0.007954898841457135,0.009082434194212978,0.010235628614164213
2013-05-30,0.007897870110745931,0.009055611228241866,0.010160650995388482
2013-05-31,0.007954091587716037,0.009078114589079655,0.010186106588646335
2013-06-03,0.007793108125829064,0.008888904738283685,0.009972407288458279
2013-06-04,0.007803871140161431,0.008896247682083875,0.009991519991670762
2013-06-05,0.007853845352117276,0.008930647035735957,0.010014278524041636
2013-06-06,0.007742347804763407,0.008816918157449734,0.00991591210631954
2013-06-07,0.007778945604433378,0.0088445305586592,0.009915573964177518
2013-06-10,0.007765924631948695,0.00882681120338477,0.00989627579070722
2013-06-11,0.0077502437342694885,0.008783822219092819,0.009802931958445575
2013-06-12,0.00774212282894369,0.008785668860675987,0.009790740833524922
2013-06-13,0.0077761964701395184,0.008800679834742607,0.009813328219201667
2013-06-14,0.007762446775908381,0.008805496862637492,0.009801644983236747
2013-06-17,0.00775079989608732,0.008785262392142595,0.009784312197258501
